mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,mfcc14_mean,mfcc15_mean,mfcc16_mean,mfcc17_mean,mfcc18_mean,mfcc19_mean,mfcc20_mean,output
-266.1217957,116.8572388,17.0766468,45.6978302,15.69332981,24.93919754,-1.233360171,23.80738449,-1.49513483,11.28184795,0.557940245,9.954864502,0.79538846,5.293601513,-3.012172699,1.636674047,1.26341629,0.136410818,-0.883823097,0.375302643,blues
-202.1073914,129.0462494,8.825742722,36.38154602,-8.443789482,20.63302994,-14.32991123,30.41994858,-14.99320698,11.48940086,-7.494359493,12.80401134,-2.04036808,13.50175762,-2.568240166,3.572616339,-4.85722971,-2.13233614,-0.170657456,-1.455821037,blues
-197.394104,150.9012756,-32.46928406,45.2412796,9.385962486,11.12681961,-7.26054287,20.82826424,-4.38657093,11.63818741,-5.121063709,1.917724371,-6.936242104,0.34534663,-10.29862881,-4.75358963,4.59270525,4.732940674,-1.33646071,2.067705393,blues
-228.1946259,135.9448242,0.342046469,32.42229462,4.057207584,29.95829773,-10.39888668,19.26864815,-11.1117115,12.9614315,-5.118911743,8.267863274,-6.688559055,0.518777132,-5.693352699,4.529815197,-0.936431646,-1.938492417,-4.223902225,-2.418840647,blues
-205.4572754,123.7420807,2.347721577,32.70881271,-4.650785923,26.74191856,-18.54672623,27.41719246,-15.70047474,16.94741821,1.062490463,16.69956398,-3.756741285,3.873071909,-9.060052872,5.399942875,0.10110873,-0.02637423,-3.079429626,2.897624254,blues
-223.8473511,124.0325928,20.93010139,40.50452042,-2.709390402,28.33318901,-11.69336224,26.81420708,-15.44390774,15.18697643,-15.46773148,6.059954643,-1.643301845,4.835083008,-8.982372284,3.636934757,-1.117380857,-0.196971714,-0.722147882,2.487024069,blues
-219.9898376,122.5457001,14.56228924,43.27946854,2.477446318,25.57522964,-12.69364166,24.5007782,-14.86262321,18.47591591,-13.28708267,4.723536015,-1.763685107,7.235404968,-8.217870712,2.254526615,-0.572580516,-0.87711972,-3.196097136,1.792135477,blues
-170.4571991,114.4307556,14.51421642,32.82727051,-8.256227493,26.03360176,-14.01581478,26.92409515,-16.80413818,17.88919067,-11.07048512,3.959326744,-4.365441799,7.168212891,-7.254513741,2.492059946,-4.773519993,1.114042044,-1.074144363,-0.478154808,blues
-166.230545,124.0682526,5.621678829,42.00278473,-8.929672241,22.54095459,-16.07038307,33.06456757,-18.37011147,13.67587185,-12.44553089,3.349158764,-5.327374935,7.79715538,-8.380069733,2.096568346,-6.817121983,6.55015564,6.00354147,2.775559664,blues
-218.0086517,133.7682037,4.972542763,37.68063354,0.395403713,26.33438301,-5.369715691,24.72407532,-10.18464947,9.639338493,-5.819674969,3.0501647,-5.854187012,4.743721485,-8.163812637,-1.124141932,-2.53845787,3.124925375,-0.463292658,2.491398811,blues
-114.2937241,129.3975372,-25.80622101,34.96403885,-17.72755051,27.80501175,-16.66075706,5.090714455,-13.24516296,5.501215458,-17.41964531,1.960214734,-8.868472099,-3.890743971,-9.505934715,3.021481037,-7.209031105,-2.819872379,-2.062507391,-4.214690208,blues
-104.854248,153.0832062,-22.9850769,35.38069534,-17.69362831,24.9617157,-9.778364182,15.72906685,-10.3450737,8.05488205,-11.90211487,7.537589073,-8.233939171,-1.108559251,-9.467980385,3.654360771,-7.399891853,-0.409953535,-1.283556938,-0.642756462,blues
-83.08711243,142.3463745,-30.51600838,35.83057022,-20.53476715,29.35681343,-16.26589584,12.74981403,-13.43964481,10.93247223,-13.20620346,5.126758099,-9.080746651,1.182515979,-6.601735592,4.553994179,-8.32930088,-3.105309963,-4.471606255,-1.41684866,blues
-88.1908493,151.4520569,-29.35560417,36.71537781,-18.03777313,27.03862572,-12.60909557,15.89809799,-12.89093399,10.95849133,-12.83066559,8.346250534,-10.41784286,-0.735013604,-9.735797882,5.81421566,-5.423680305,2.942566633,-0.360661179,-1.046457291,blues
-84.44549561,145.1945343,-32.49907303,36.91693497,-18.7141819,27.36281395,-14.73155403,12.05770206,-13.05260468,9.008962631,-16.87350845,3.791143417,-8.549181938,-3.248631001,-11.56833458,1.501840353,-9.87087059,-2.01319766,-4.39990139,-3.156466484,blues
-119.5306473,138.1547546,-31.94019318,41.25550842,-15.01960087,26.62979317,-17.99194717,7.266447544,-15.0028429,8.480869293,-18.07271957,2.447080612,-8.333150864,-0.547705412,-9.099303246,4.164388657,-10.06425762,-2.628008604,-2.4018085,-0.967632234,blues
-104.7724075,155.530838,-41.44383621,28.03311539,-13.97769833,23.50022507,-12.34863091,9.728488922,-11.99046612,9.311973572,-13.44075203,4.117262363,-6.104027271,-2.892196894,-11.40543652,-0.238240525,-11.98658371,-6.356915474,-7.920033455,-0.412127197,blues
-73.3613739,142.5201416,-31.50828171,27.7235508,-11.31930065,27.42191696,-17.38571167,16.57952309,-14.19296455,16.73733139,-13.29997158,12.28721046,-13.34552383,4.432228565,-12.96807957,0.797179163,-10.58031654,0.860312223,-5.330613136,1.075332522,blues
-73.6122818,131.2388306,-31.36839867,29.74639511,-11.6760807,29.7383709,-20.08374405,15.21173954,-15.90507984,16.116045,-14.22802067,12.27994633,-15.19813728,2.78066206,-13.11590385,4.912504673,-7.695383549,2.397915125,-6.671227455,-2.200269222,blues
-73.8745575,133.1773987,-29.07437706,26.98592949,-10.39716625,29.60900879,-13.39274979,20.90208817,-11.18866825,16.09367561,-13.17378044,12.61373234,-12.49758148,4.800168037,-8.965293884,6.428314686,-7.508773327,2.025056362,-6.556603909,-1.891573906,blues
-227.8300171,157.873642,5.623387814,25.90138435,7.186470032,9.420235634,1.015209317,8.87787056,1.636455536,7.864213467,2.728603363,4.711191177,-1.777531505,-0.592776418,-0.852126598,1.81195116,1.975766897,3.06423831,-0.140938804,-4.174923897,blues
-217.4832916,158.8458557,-2.419954777,31.05580711,3.904090405,9.410855293,0.772835255,11.88056946,1.97253108,10.45643044,2.497804165,2.666373491,-3.292559624,0.378742039,-2.32926321,-0.083827212,-0.940750241,1.274785042,2.753999233,-0.842049241,blues
-218.4756775,164.7330933,0.636258662,24.85219193,4.902826309,7.498187542,-0.595338345,13.26702785,2.514257669,8.621324539,2.740922928,5.623134136,-1.141959906,-3.339332581,-8.570355415,-2.684514046,0.862068057,4.189822674,2.25671339,-1.573202014,blues
-196.7579346,150.9020996,8.399329185,28.59996605,-2.511273861,16.0287571,-10.95323944,10.73435783,2.247082233,11.26660347,-1.431926966,6.852581501,-5.267310619,1.977411628,-1.159880042,1.005781412,-3.242399216,-0.895665526,-1.266578555,-0.982145131,blues
-196.3744659,146.3804626,2.372053146,21.71663094,1.038076043,16.62343407,-11.20507431,8.096099854,-1.469769478,8.190307617,-5.855345249,7.493941784,-3.789135695,2.114427567,-0.858806252,0.695705533,-2.122544765,-2.181120157,-3.361828804,-2.228967905,blues
-178.8911743,141.9664307,10.98704815,30.50805473,-0.950406134,22.93458176,-12.25565815,5.821253777,-7.09776926,12.00649071,-7.46846199,7.441618443,-5.038101196,-2.703411579,-2.213332891,1.036483049,-7.584965229,0.173697174,-2.18643856,-5.490908623,blues
-193.8082886,152.3179016,0.415454566,29.27928925,-0.172903672,14.5828495,-3.331410646,13.47862244,-1.197933078,7.937199593,-4.540984154,7.647634506,-2.86918807,-0.840848207,-1.514837384,1.024972439,-4.695929527,2.186622858,-0.867780507,-3.581381559,blues
-194.9409027,147.2179108,5.411354542,27.9117527,-2.359097242,15.3703804,-4.259034157,13.5208292,-3.602945089,8.317653656,-4.030548573,5.039980888,-1.210834742,-3.005348206,-4.394084454,-0.099441528,-6.345108032,0.466189742,2.493851185,-2.127660751,blues
-186.8235321,145.1199646,4.199318409,27.79765892,-3.4998703,19.74295235,-5.430480957,7.235653877,-2.469429016,9.243282318,-6.76183939,7.288822174,-0.724441111,-3.361310005,-7.005042553,4.716866016,-4.905342102,-0.865378559,-3.684621811,-5.733614445,blues
-193.1662903,150.0919495,9.038322449,31.57171631,1.584723473,19.47612762,-7.664382935,6.800877571,-4.854382038,2.916838169,-14.19230843,10.19151402,-2.169694901,2.180817366,-1.803196788,2.606226921,-7.273301125,0.73507762,-2.341069221,-6.121044159,blues
-180.5881348,148.9529114,-42.00881195,27.87055969,-33.17535019,14.60693264,-28.50997925,0.038057767,-14.50784779,3.269733191,-19.3299675,2.852517843,-10.4094305,-2.276729584,-12.92455959,-6.492938519,-8.449270248,3.810412645,-8.580988884,-13.26107788,blues
-144.9079895,97.61850739,-29.32992363,28.00858688,-38.89068985,18.48655701,-23.79155922,7.573774815,-18.54718018,6.843529701,-17.48791695,-5.910936356,-3.470872641,-7.725501537,-8.954159737,1.24747324,-10.15538597,0.080533423,-2.046006441,-13.76064301,blues
-155.9798737,114.6176376,-31.84616852,26.15413094,-41.74951935,15.99835491,-25.14478683,11.54028988,-19.09687042,6.45705986,-18.47374535,-1.693447828,-6.193717003,-7.595976353,-11.95673847,2.002125978,-8.680607796,-3.036210299,-2.587781906,-9.333542824,blues
-142.1774902,124.7487793,-46.53201294,27.63811493,-43.41269684,14.62977982,-25.49839592,5.287275314,-13.4314661,9.019873619,-16.17170525,-2.918541193,-10.75091839,-5.596069813,-10.42016411,-0.564513087,-7.133677483,0.922134936,-6.484719753,-13.27462769,blues
-155.262207,133.5629425,-51.90216064,26.51888466,-31.06549072,15.49675083,-28.09823608,-0.689740956,-11.70577526,1.33702755,-14.57341957,5.663768768,-7.806733608,-2.513176441,-14.97553253,-6.890365601,-4.920285225,4.246383667,-8.459155083,-14.36736393,blues
-164.3293762,122.8132477,-39.09427261,31.45703888,-39.96264267,19.06593323,-26.95679474,9.434715271,-17.34471512,7.007875919,-16.23496628,1.072937131,-13.29935551,-5.137228966,-12.03655338,-0.893949449,-7.502237797,-0.077454552,-5.357435703,-9.074633598,blues
-212.8598328,153.5384827,-31.80388451,20.88870621,-22.83153534,9.181096077,-27.71982193,-0.1625797,-11.93027306,1.178782463,-16.46408081,1.353265285,-11.68382359,-5.93985796,-8.955986023,-7.598804474,-3.792315722,-1.383592367,-6.416685104,-5.50005722,blues
-151.1624146,131.3265991,-42.35713196,25.57724953,-41.46307373,17.09546089,-30.12968254,6.187813282,-15.65808296,4.445096016,-14.3206749,3.891752005,-9.138772964,-5.668571472,-13.35883999,-1.897454739,-6.124807835,0.00450727,-4.521527767,-7.651456356,blues
-170.0281372,145.9866028,-43.98143005,21.92588615,-31.27303123,9.756443024,-26.88758278,0.380162597,-16.11792755,2.79745841,-15.94559193,-2.283023834,-9.534308434,-3.071507931,-10.12051487,-5.359402657,-5.08453846,-0.231512398,-4.484837055,-10.83361721,blues
-157.6609039,136.2343445,-41.95104599,29.65143776,-43.41958237,16.37255859,-30.66553307,3.988222122,-15.32840443,4.751578808,-12.66082001,-0.146424919,-13.09818459,-5.88069582,-9.220586777,0.062562622,-7.62980032,0.285191804,-5.529918671,-11.22387314,blues
-245.7277069,162.9819946,-7.868881226,33.9454155,-18.36001015,10.6126709,-23.52008057,2.868816614,-4.699261665,4.050492287,-13.92547321,-4.985649109,-10.37736797,-3.846835375,-7.15712595,-4.967964172,0.887067497,-3.457489967,-4.294701099,-6.824146271,blues
-206.6232758,166.3617859,-26.68496895,25.82326889,-21.38126373,11.36922932,-22.63557243,4.396192074,-12.56516647,-0.3723526,-11.95342159,1.270900726,-14.63986778,-9.285700798,-7.557751179,-7.366458893,2.819587946,-2.179932356,-3.981978178,-4.939159393,blues
-142.1113586,44.06162262,-25.80934525,43.34026718,-43.38910675,32.54098129,-32.21921158,12.4481945,-22.71405411,7.386342525,-16.85694313,3.917575121,-3.102477074,-10.89659405,-4.449862957,6.286922455,-12.06684494,-5.05018425,0.188024476,-12.76679134,blues
-144.1336517,112.7033691,-27.42378998,37.67634964,-35.32785416,17.92658043,-28.0500412,11.38515949,-16.67288589,0.479079366,-17.97454262,-0.438768953,-11.46689415,-10.11840439,-8.784070969,-7.391352654,-1.485767365,-2.200235605,-1.369742274,-7.030521393,blues
-242.1740112,72.7501297,-9.106655121,67.04197693,-8.822060585,28.55425644,-22.90859413,16.30911446,-6.860336781,4.966950417,-15.18254757,-1.553771019,-9.380592346,-6.913961887,-6.983009815,-0.979682326,-9.566955566,-3.121328115,-1.201554537,-5.229828835,blues
-208.9572449,168.9311066,-21.82817268,26.41067314,-20.23408127,12.54123592,-22.64944649,1.331412315,-9.773626328,2.067989826,-13.16052055,-2.064873219,-14.01535225,-8.348762512,-4.932524681,-8.214963913,1.48773849,-3.3638587,-4.600054264,-7.252492905,blues
-172.1543732,150.1555176,-32.26644897,33.24209213,-23.35094643,13.50058174,-23.46348763,7.97151804,-13.56441307,2.146925449,-13.23626041,-0.248331159,-18.4176693,-10.88636589,-4.798429966,-9.482649803,1.072456717,-1.557880402,-1.73213768,-9.20176506,blues
-104.9658661,90.52671051,-16.61472893,36.9504509,-43.53337097,26.35212898,-32.59391403,8.394410133,-23.31411171,1.414286137,-18.93779373,3.569339275,-4.070012093,-10.82453823,-1.299853683,0.506427824,-8.359844208,-3.903594017,-2.455309391,-10.46998501,blues
-191.5381012,129.063324,-37.41902924,34.44138336,-34.63633728,13.70228577,-24.21375275,10.84880924,-5.546958447,7.647602081,-14.68849182,3.421062469,-17.58203888,-2.292357445,-3.270675898,-4.775056839,-0.849708915,2.659099817,-8.260133743,-10.38511658,blues
-169.3204346,158.1913757,-37.2817421,32.95650482,-29.19916153,10.19373894,-28.69861794,5.010070324,-14.18654442,0.123699948,-16.55373764,2.154961824,-14.3571043,-6.02821064,-4.541181564,-8.239307404,0.558362663,-1.482917905,-3.661051512,-7.679176807,blues
-154.5138702,111.7718964,-47.41375351,42.73332977,-2.791180849,6.254253864,-24.81441116,-2.464533329,-11.9142952,-7.856189251,-13.34192467,1.489859223,-7.704390526,-13.14199448,-7.281824112,-7.729857445,-11.32310677,-8.468267441,-6.997896671,-9.623994827,blues
-291.2039185,157.7818146,-30.99213409,35.8611145,18.02978134,-0.736645043,-15.77086449,0.854602039,-4.592040539,-5.994294643,-6.609253407,-2.411226988,-6.395261765,-8.479457855,-4.284164429,-10.34936714,-13.2231636,-7.359125614,-1.824189186,-9.33878994,blues
-285.5198975,178.3853149,-28.30836105,26.01026917,30.7519455,-6.450937748,-15.74800396,0.197830841,-4.366602898,-7.730270863,-8.276147842,-6.799751759,-6.429430962,-4.299704075,-3.915665388,-7.536819935,-7.014137745,-6.152044773,-7.562230587,-7.999183178,blues
-239.9072723,185.8185425,-49.7973175,30.15124702,24.75273514,-11.21579552,-20.08254623,0.275758237,-5.771163464,-8.282757759,-6.81391573,-5.039478779,-2.741810799,-3.308208942,-5.769991875,-10.81021976,-8.951015472,-5.939643383,-6.066812992,-8.782895088,blues
-188.7621002,107.5722809,-17.41529274,28.20970154,-19.57845116,8.75951004,-13.74605274,9.276670456,-9.339928627,0.706282973,-10.11510658,0.61668247,-2.34815383,-12.22444439,0.357511163,-3.954988956,-8.2791605,-5.781943321,-1.85014534,-4.706607819,blues
-201.7225037,171.633255,-64.75003052,41.50250626,23.18657303,-7.11679554,-25.39241219,-2.920297623,-6.43118906,-4.937561512,-9.046676636,-4.860546112,-7.489320755,-9.777515411,-13.44588566,-16.79732895,-12.92472076,-6.775144577,0.046476159,-0.753059506,blues
-179.0438843,92.44741058,-34.56076813,58.91019821,-6.498123169,12.74497414,-29.42860603,5.76479578,-11.00653076,0.437244833,-13.72088146,-1.722002149,-7.576654911,-12.56890202,-3.793175697,-6.481198788,-12.11045456,-9.476008415,-4.413688183,-7.66901207,blues
-172.1231079,173.5164642,-65.65649414,41.50130081,21.45969009,-4.55697298,-25.93297768,-1.35601151,-6.14603281,-3.083345175,-6.980115891,-4.989020348,-8.754011154,-11.29358768,-12.62959194,-17.47815704,-14.50982285,-6.382033825,-2.895080328,-6.487155437,blues
-128.2950439,124.0124817,-57.81665802,38.61686325,-13.57632065,1.345077991,-22.79273033,6.078042507,-16.56765556,2.391304016,-8.490779877,-3.526296616,-3.61755991,-13.97736835,-10.74417686,-5.679033756,-8.931125641,-5.013381004,-1.921453714,-8.326268196,blues
-163.0844269,133.0483398,-63.88646317,49.65748978,2.420459509,14.44928646,-29.24897385,4.293373585,-3.750447989,-6.281979084,-4.749205589,1.853758693,-15.65631294,-8.805737495,-4.561582088,-11.95465374,-12.9217844,-7.813580036,0.333261102,-3.250842333,blues
-201.7798004,140.2216644,-27.45647812,36.97405243,1.919122219,23.99347878,-25.91183472,19.82889938,-13.93931961,0.417640448,-4.533346653,-3.83812809,-5.199638367,-8.463882446,-8.57306385,-8.742176056,-8.897092819,-13.72870255,-2.913263321,-4.288606644,blues
-205.0001526,145.1124115,-21.5004673,36.68871689,8.201980591,11.4415369,-18.03035736,11.61315536,-7.883856773,-4.864924908,-6.073951721,-9.063383102,0.511476696,-7.169930458,-7.886194706,-7.606495857,-7.561919689,-14.78635788,-7.144269943,-5.231814384,blues
-212.2990112,169.1927795,-28.93556213,35.66380692,28.73002434,7.590035439,-17.96591759,-0.669856966,-8.655697823,-12.87322235,-6.278030872,-7.009103775,-0.851577044,-6.210502625,-9.665084839,-9.662081718,-13.61834812,-10.63406849,-10.3775816,-12.96045303,blues
-173.5224457,105.984993,-31.88907051,48.76236725,-8.853444099,20.89234543,-29.93017387,7.3682971,-16.62865829,-0.832890928,-12.62369061,-1.008633494,-5.186851978,-5.009509563,-5.011313438,-0.912304223,-11.51726246,-10.81653309,1.815768361,-7.723347187,blues
-149.5339966,139.2417603,-28.31917,33.22831726,-5.728684425,9.690774918,-14.99030685,17.02236176,-19.51401138,0.777508199,-13.35361862,-7.615735054,-2.433065653,-8.502653122,-10.09000683,-2.264137506,-15.67728329,-6.673044205,-5.771089554,-12.04701328,blues
-181.3195648,150.0893402,-23.93068123,45.93783188,3.914810419,9.789059639,-20.31014061,9.651212692,-8.036458015,-6.080880642,-2.946766138,-7.727391243,-11.31465435,-8.524748802,-8.750132561,-8.409986496,-9.814622879,-13.65452003,1.556557536,-8.487941742,blues
-198.8509064,178.8412933,-32.78684998,40.03964615,24.33582687,4.578454494,-18.4914875,0.300774902,-10.9464016,-10.67158031,-5.275632858,-9.191111565,-3.360657692,-7.074027061,-14.0089798,-15.91377735,-12.67812347,-9.770902634,-9.940061569,-13.5803566,blues
-165.3140259,140.3011169,-36.46650696,48.28504944,6.884524345,12.19019413,-20.19025803,1.944152117,-12.0520792,-2.400076151,-16.24900436,-1.966103911,-5.142596722,-6.617161274,-8.955612183,-12.05663013,-7.575633049,-7.697853565,-6.374415398,-11.9519949,blues
-162.4305878,93.10455322,-30.45667076,58.44867706,-22.00127983,13.84587955,-27.35357857,16.95534515,-13.39694214,10.00454712,-19.31346893,-4.533764839,-1.979527116,-5.409358025,-12.09912682,-3.166695595,-8.357643127,-6.502715111,-5.088094234,-4.085844517,blues
-164.5283661,135.8594055,-32.31446838,42.07349777,-6.973904133,15.96250343,-29.59314919,16.22566414,-14.92753792,2.941212416,-6.314953804,-9.547156334,-6.211921692,-12.39307404,-7.92633152,-12.52501106,-11.51156139,-11.53697205,-2.647637367,-4.953867435,blues
-104.5120621,125.0949783,-17.57059669,45.87216949,-8.932408333,21.48879623,-23.83200264,22.57031631,-13.00885677,21.77632523,-6.211540222,6.3826437,-14.74137115,5.473621368,-5.409002781,-1.325921655,-9.16448307,3.656178713,5.062637329,-2.182253122,blues
-121.7145844,117.6147842,-16.1882,51.29866028,-7.575756073,23.22664833,-23.00181389,19.83412552,-12.07064342,23.71397209,-7.742424011,7.638415813,-12.69267273,5.847284317,-4.930445194,-1.123134136,-8.240319252,5.200973511,4.498229027,-2.892826557,blues
-121.8000031,126.3962173,-16.71697044,44.51583862,-8.570365906,19.6119976,-20.80510139,24.81707382,-12.03551292,20.16853905,-5.966041565,9.470533371,-13.88970661,5.614698887,-6.225580692,-2.333616972,-6.435107231,2.199868202,3.272962809,-3.196380615,blues
-118.620163,126.4262161,-16.44561768,41.71519089,-8.942028046,19.6307621,-19.82632637,24.41884804,-11.59739304,22.28327942,-5.86769104,8.098711967,-14.07146549,4.070931435,-4.835157394,-0.820508659,-4.899398327,1.896449685,2.24400425,-0.773667336,blues
-118.3787994,121.9058914,-18.25583267,52.23331451,-11.64774799,19.12615967,-17.48533821,22.83422089,-13.55191708,20.73416138,-8.461510658,4.223300934,-13.29755688,5.780861378,-6.773490906,-1.253341913,-6.456198692,1.386020303,2.381398201,-0.995907009,blues
-120.6835632,122.0483322,-16.33642197,50.10834503,-9.371938705,21.32523727,-19.22210312,22.13655853,-12.11991596,21.81503677,-8.160971642,5.702915668,-12.59819698,5.843866348,-5.71180439,0.652042925,-7.268321037,1.991923213,3.432316542,-2.36378026,blues
-122.0020294,118.9857788,-13.20831776,55.23960114,-8.548732758,23.91880608,-18.87320137,21.08233261,-14.05494308,19.46199799,-9.899059296,5.930089474,-10.96960831,5.198267937,-6.825472355,1.85845089,-8.10107708,2.260089636,3.54133606,-4.154917717,blues
-120.6050034,125.0176544,-15.40014648,46.40649796,-7.997002602,18.92484093,-19.46191788,23.83217621,-13.82737732,22.75970459,-6.618290424,9.35964489,-13.68868542,3.983187675,-5.317742348,-2.435061932,-10.45309639,2.893836498,3.802046776,-3.533553362,blues
-132.4546204,121.4339981,-13.48524857,40.74036789,-5.19383049,22.13332558,-16.58435059,27.84115028,-9.994591713,20.74804688,-6.362339497,10.30814648,-12.36083412,5.634272575,-3.813764334,-2.059635639,-6.651793957,4.855157852,0.903361797,-2.360893011,blues
-136.0167236,126.525238,-9.442274094,39.7840538,-10.56335258,18.58909988,-17.79595947,26.66788864,-11.32032967,23.70732689,-6.623207569,7.603411674,-12.82141209,7.525346279,-5.822414875,-1.591650844,-5.73265028,3.941922188,2.285487413,-1.885487199,blues
-190.924942,110.3040695,-16.92609215,49.12256622,-29.58586884,17.79906654,-15.09472275,9.018890381,-15.05327129,8.573822021,-11.51799393,5.76487112,-4.630859375,-8.758037567,-1.612512946,-2.97451663,-4.473120213,-0.795880854,1.846763372,-12.41250896,blues
-229.361084,110.021637,-3.389526844,33.64326859,-17.05734062,24.42644691,-11.51177788,14.98403168,-13.80859852,3.330650568,-9.731710434,6.071103096,-0.736944377,0.040309142,1.257182717,-1.850253344,-3.813765287,-5.051795006,3.050922871,-8.809779167,blues
-178.9020386,128.3561096,-26.79685974,51.68696976,-25.26994896,14.68819427,-13.10102272,9.747612953,-19.06428146,7.478708267,-10.7947607,2.139353037,-7.846534252,-7.905341148,-9.210662842,-3.439123154,-0.26209107,5.386200428,2.353492022,-0.553112805,blues
-178.7244873,149.1956024,-35.43047714,46.79475784,-23.73008156,0.384769619,-6.179964542,11.48444462,-22.97628021,4.106647491,-12.16508198,-1.75386548,-7.768714428,-5.529827118,-9.093682289,-3.708122253,-0.698049724,0.632251918,-1.229473591,-1.048026681,blues
-171.3808594,108.3728638,-25.9417038,36.17334747,-38.29468155,13.85246944,-12.64665127,8.109519005,-21.16685295,7.131706238,-3.857292891,5.990035534,9.54441452,-6.08411026,-2.792858839,-0.595715225,-6.63051939,-6.109260082,7.825560093,1.041013956,blues
-307.2181702,103.3844986,1.667375326,42.78305817,-11.94874573,25.57992363,-15.37927818,18.30763817,-6.574777126,18.71091652,-0.921502948,17.76150131,-1.990382314,1.223536134,-4.856763363,0.343696594,-8.809844971,0.730088353,1.809030056,-0.551057816,blues
-199.5076599,104.5082474,-5.933449268,55.50475693,-30.63779449,24.75086021,-19.43956566,11.49518108,-16.14174461,2.880898237,-14.8403244,2.490294695,3.377279997,-1.408846617,6.904659271,5.723526478,-5.407203197,-3.435095787,1.77462709,-8.579773903,blues
-270.460083,139.4536438,-3.0424788,33.3347435,-8.207778931,16.21690369,-8.036660194,14.66218853,-20.40139389,4.438365936,-7.444358826,10.54852009,-4.729364395,4.821418762,-0.979021966,5.953272343,-1.38804388,0.01980981,-3.318319559,-4.61538744,blues
-230.8401184,130.6708832,-15.82804775,36.99869156,-19.9720211,3.141443968,-4.876682281,9.00302124,-15.11943722,2.781576872,-5.052261353,3.442845345,-5.191549778,-2.977808952,-0.906429231,2.458473206,2.270323992,0.623105347,-0.333526969,-0.659919143,blues
-197.1604309,104.2493591,-18.48090935,37.01226044,-32.67721939,20.99999237,-16.97632599,12.20297146,-18.75899887,9.484635353,-8.391923904,7.77184248,1.794032216,-6.026298523,0.932047188,1.091237903,-1.562159061,-4.511060715,7.108432293,-0.465758055,blues
-145.0751495,150.7687531,-59.37841797,16.82951736,-27.0573616,1.150794387,-16.63122368,13.44216919,-5.710068703,-1.533131838,-3.114841938,3.025867224,-2.160099268,0.347812355,-3.2347579,-6.555872917,3.322373152,1.229268789,-1.716036201,-5.393347263,blues
